names-seq	TempDenDG	SomBuLong1	SomSurfCGL1	DenLen1Tem	DenSurf1Tem	LongPlusLongBulle	SurfPlusLongBulle	Den_Reg1	Den_Reg2	Den_Reg3	Den_Reg4	Den_Reg5	Den_Reg6	PcA	PcT	PcG	PcC	PcAA	PcAT	PcAG	PcAC	PcTA	PcTT	PcTG	PcTC	PcGA	PcGT	PcGG	PcGC	PcCA	PcCT	PcCG	PcCC	diffCGMax%Bu	%CMaxBu	%GMinBu	diffCGmoy%	%CMoyBu	%GMoyBu	%AMoyBu	%TMoyBu	Nb_Reg1Bu	Nb_Reg2Bu	Nb_Reg3Bu	Nb_Reg4Bu	Nb_Reg5Bu	Nb_Reg6Bu	PcTTT	PcTTC	PcTTA	PcTTG	PcCTT	PcCTC	PcCTA	PcCTG	PcATT	PcATC	PcATA	PcATG	PcGTT	PcGTC	PcGTA	PcGTG	PcTAT	PcTAC	PcTAA	PcTAG	PcCAT	PcCAC	PcCAA	PcCAG	PcAAT	PcAAC	PcAAA	PcAAG	PcGAT	PcGAC	PcGAA	PcGAG	PcTCT	PcTCC	PcTCA	PcTCG	PcCCT	PcCCC	PcCCA	PcCCG	PcACT	PcACC	PcACA	PcACG	PcGCT	PcGCC	PcGCA	PcGCG	PcTGT	PcTGC	PcTGA	PcTGG	PcCGT	PcCGC	PcCGA	PcCGG	PcAGT	PcAGC	PcAGA	PcAGG	PcGGT	PcGGC	PcGGA	PcGGG
T036	-327.0903010033445	174	1708.974358974358	581.9397993311036	5715.6333076065475	163	1697.4358974358965	140.47	66.89	30.1	10.03	0.0	0.0	23.08	24.41	24.08	28.43	5.03	6.71	5.03	5.7	4.03	6.04	7.05	6.38	4.03	5.37	4.7	8.39	9.4	5.37	6.04	6.38	21.794871794871792	0.38461538461538464	0.14102564102564102	10.413717162183419	0.3066698128047821	0.20253264118294792	0.24681453515809346	0.2439830108541765	36	19	9	3	0	0	1.0	2.68	1.34	1.67	1.34	0.67	1.67	1.67	2.34	1.0	0.33	3.01	2.01	2.01	0.67	0.67	1.67	1.0	1.0	0.33	2.01	2.01	2.34	2.68	1.34	1.67	0.67	1.67	1.67	0.67	1.34	0.33	1.0	2.01	2.01	1.0	1.0	1.34	2.01	2.34	1.0	1.34	2.34	1.0	2.01	2.01	2.68	1.67	1.34	3.01	1.34	1.34	1.34	1.67	1.0	1.67	1.0	2.01	0.67	1.34	1.67	1.67	1.0	1.0
T011	-290.3807615230461	374	2584.6153846153784	749.498997995992	5179.589949129015	169	1626.9230769230717	128.26	50.1	14.03	2.0	0.0	0.0	27.45	22.65	22.44	27.45	6.02	6.63	4.42	6.83	3.61	4.62	7.23	5.62	7.03	4.02	3.61	7.63	7.23	6.02	7.03	5.42	17.94871794871795	0.3461538461538461	0.14102564102564102	9.626763768775604	0.2928994082840237	0.19663177059626769	0.2953269610074344	0.21514186011227432	34	13	4	0	0	0	1.4	1.8	1.0	1.0	0.4	1.2	1.0	3.41	1.8	1.0	1.4	2.2	1.6	1.6	0.2	0.6	1.2	1.6	0.6	0.0	1.8	1.2	2.81	1.4	1.6	1.8	3.01	2.0	1.8	2.2	2.0	1.0	1.0	1.0	1.8	1.8	1.2	1.8	1.8	2.0	2.2	1.0	1.8	1.8	1.4	3.01	1.8	1.0	0.6	2.4	3.01	1.2	1.4	2.0	1.8	1.6	0.8	1.4	1.4	0.8	1.2	1.6	0.8	0.2
T034	-195.59118236472943	257	2544.8717948717967	515.0300601202405	5099.943476696988	116	1875.6410256410281	102.2	36.07	10.02	2.0	0.0	0.0	32.87	29.66	16.63	20.84	8.84	11.85	4.42	5.42	9.04	7.23	5.02	5.62	5.02	3.01	2.61	5.22	7.43	5.02	3.82	3.21	28.205128205128197	0.3461538461538461	0.05128205128205128	16.169319186560564	0.26646772767462423	0.10477453580901856	0.3185234305923961	0.31023430592396106	21	5	0	0	0	0	2.4	1.4	3.61	1.4	1.8	0.8	1.4	0.8	3.81	2.2	3.01	2.2	0.8	1.0	0.6	0.6	2.81	1.6	3.21	1.0	2.81	0.8	2.4	1.2	4.01	2.4	2.0	1.4	1.8	0.4	2.0	0.8	1.2	1.0	2.61	0.6	1.0	1.4	1.4	0.6	1.4	0.8	2.0	1.2	1.2	1.2	1.4	1.4	0.6	1.6	1.6	1.2	1.2	0.8	1.4	0.4	0.8	1.8	1.2	0.6	0.4	1.0	0.8	0.8
T008	-307.01402805611224	222	2111.538461538464	444.8897795591182	4231.540003083093	165	1888.4615384615408	130.26	54.11	26.05	10.02	2.0	0.0	22.85	27.86	23.25	26.05	6.02	7.23	2.41	4.62	5.82	6.02	7.43	6.83	3.01	5.22	5.42	8.43	5.42	7.63	6.83	4.82	20.51282051282051	0.35897435897435903	0.10256410256410256	11.445221445221453	0.2745143745143745	0.16006216006216006	0.23791763791763795	0.3275058275058275	37	19	11	5	1	0	1.6	2.0	2.4	0.8	2.4	1.6	0.6	2.81	1.4	2.61	1.2	1.8	1.4	0.4	1.4	1.4	1.4	1.4	2.2	0.6	1.8	1.0	1.8	0.8	2.0	2.0	2.4	1.0	1.8	0.2	1.0	0.0	1.8	1.6	2.4	0.6	2.2	1.4	0.6	1.8	1.6	1.0	0.6	1.4	1.6	2.0	1.8	2.81	1.6	2.61	1.0	1.6	1.4	2.2	0.4	2.61	0.4	0.8	0.2	1.0	1.4	2.61	1.2	1.0
T015	-311.371237458194	133	1002.564102564102	444.8160535117057	3353.0571992110436	130	999.9999999999997	103.68	53.51	26.76	3.34	0.0	0.0	24.08	24.75	25.08	26.09	5.37	6.04	5.37	6.38	5.37	5.7	6.71	5.37	5.7	4.7	4.36	9.4	6.71	6.71	7.72	4.03	16.666666666666668	0.3076923076923077	0.14102564102564102	7.692307692307692	0.27080867850098617	0.19388560157790927	0.2597633136094674	0.2755424063116371	26	13	6	0	0	0	1.67	0.67	2.34	1.67	2.34	1.34	0.67	2.01	1.34	2.68	0.67	1.34	1.0	0.33	1.67	1.67	3.01	0.67	1.0	0.67	1.0	1.0	2.34	2.34	0.33	2.68	0.67	1.67	1.67	2.01	1.0	0.67	1.0	1.0	1.0	2.01	2.01	1.0	0.67	1.34	1.34	2.01	1.0	2.01	2.01	1.0	4.01	2.34	1.34	2.68	1.67	1.0	2.01	2.68	1.34	1.67	0.0	2.34	1.67	1.34	1.34	1.67	1.0	0.67
T028	-278.75751503006006	301	2205.1282051281964	603.2064128256512	4419.094599455303	301	2205.1282051281964	98.2	32.06	14.03	6.01	2.0	0.0	31.26	20.44	23.85	24.45	9.04	6.02	5.62	7.03	6.02	3.21	6.02	3.61	5.42	5.02	5.02	7.63	7.03	4.82	6.43	5.22	14.102564102564106	0.3205128205128205	0.1153846153846154	7.326007326007326	0.2747678677911236	0.2015077945310504	0.3159127694011415	0.20781156827668454	42	14	6	3	1	0	1.2	0.6	1.4	1.0	0.6	0.8	1.4	2.0	1.2	2.0	1.0	1.6	1.2	0.2	2.2	1.4	1.6	1.8	2.4	0.2	1.6	0.6	2.2	2.4	1.8	3.41	3.41	2.4	1.0	1.0	3.01	0.4	0.4	0.4	1.6	1.2	1.4	1.0	2.61	1.2	1.0	2.2	1.6	2.2	2.0	2.61	1.2	1.8	1.2	1.6	1.0	2.2	1.0	2.61	1.2	1.4	1.2	2.0	1.6	0.8	1.6	1.2	1.6	0.8
T040	-284.36873747494985	243	1541.0256410256416	486.9739478957917	3088.227737526336	141	1000.0000000000008	138.28	72.14	42.08	28.06	12.02	2.0	21.04	28.66	23.85	26.45	4.82	6.43	3.01	5.42	3.82	6.02	8.03	8.43	5.02	6.02	5.02	7.23	6.22	7.63	7.23	4.22	15.384615384615385	0.3205128205128205	0.15384615384615385	7.092198581560289	0.2837788688852519	0.212856883069649	0.22394980905619205	0.27941443898890705	31	14	8	6	3	0	2.2	2.81	1.2	1.6	2.0	1.6	1.4	2.61	1.6	2.4	1.2	1.2	2.0	1.4	0.0	2.4	1.4	1.2	1.0	0.2	1.6	1.0	2.2	1.4	1.4	1.8	1.2	0.8	2.0	1.4	1.0	0.6	2.81	1.4	1.0	3.01	1.6	1.2	1.2	1.2	1.0	0.8	1.6	1.4	2.0	1.8	1.8	1.4	1.4	2.0	2.2	2.4	2.2	2.2	0.6	2.0	0.6	1.0	0.8	0.6	1.8	1.8	1.4	0.6
T014	-306.0120240480962	313	2897.4358974358875	627.2545090180363	5806.484764400576	300	2882.0512820512718	128.26	72.14	38.08	22.04	14.03	10.02	23.85	23.65	24.05	28.46	5.82	5.62	4.82	6.02	4.82	5.22	6.63	5.82	4.42	5.02	4.22	9.64	7.43	6.63	7.43	5.82	23.07692307692308	0.4230769230769231	0.15384615384615385	9.606837606837614	0.3202991452991453	0.2242307692307692	0.21243589743589744	0.24303418803418805	52	30	17	10	7	5	1.0	1.4	2.0	1.2	1.4	1.4	1.0	2.81	1.8	1.6	0.8	1.4	1.4	1.4	1.0	1.2	1.4	1.2	1.4	0.6	0.8	1.2	3.21	2.2	1.6	2.2	1.2	1.6	1.6	1.4	0.8	0.4	1.4	0.8	2.4	1.2	0.8	1.2	1.6	3.21	1.4	2.2	0.8	1.6	3.01	2.61	2.61	1.2	0.8	3.01	1.2	1.6	1.8	3.21	1.0	1.4	1.0	1.8	0.6	1.2	1.2	1.6	1.4	0.8
T097	-333.8677354709419	219	1062.8205128205125	438.87775551102203	2129.900827295616	118	808.9743589743588	104.21	38.08	10.02	0.0	0.0	0.0	24.05	24.85	25.85	25.25	5.42	4.42	5.62	7.23	5.22	5.82	7.03	5.42	6.02	6.22	4.62	7.63	6.02	6.83	7.43	4.62	15.384615384615385	0.35897435897435903	0.15384615384615385	6.855714906562367	0.2796610169491526	0.2111038678835289	0.19730551933941765	0.3119295958279009	24	9	2	0	0	0	1.4	2.0	1.8	1.6	2.0	1.4	0.6	2.81	1.2	0.6	1.2	1.4	2.2	1.4	1.4	1.2	1.2	2.2	1.2	0.6	1.4	1.0	1.6	2.0	1.0	1.8	1.4	1.6	0.8	2.2	1.6	1.0	0.6	1.4	1.8	1.6	2.2	0.4	1.0	1.2	2.61	1.6	1.8	1.0	1.4	1.4	1.2	3.01	1.4	2.0	1.2	2.0	2.0	2.0	1.6	1.4	1.2	1.8	1.6	0.6	1.2	1.6	1.2	1.2
T064	-329.8368298368298	247	852.5641025641023	575.7575757575758	1987.328910405833	76	352.5641025641025	93.24	23.31	4.66	0.0	0.0	0.0	22.61	28.67	24.24	24.48	4.21	5.61	3.27	7.71	7.01	6.31	7.24	4.91	4.21	7.48	4.44	7.48	5.14	6.07	8.88	4.21	8.974358974358974	0.3076923076923077	0.21794871794871795	4.639001349527663	0.2899797570850202	0.2435897435897436	0.19905533063427802	0.2673751686909582	16	6	1	0	0	0	3.03	1.17	2.1	2.33	2.33	0.93	1.63	1.17	1.4	0.7	1.17	2.1	1.86	2.1	1.86	1.4	1.4	2.8	1.4	0.93	0.93	2.33	0.93	0.93	0.93	2.1	1.86	1.17	1.86	0.47	1.63	0.23	1.17	0.7	1.17	1.86	1.4	0.23	0.93	1.86	1.86	2.1	1.86	1.86	1.63	1.4	1.17	2.8	1.86	2.1	1.17	1.86	3.26	1.86	1.63	1.63	0.93	0.93	0.47	0.93	1.17	2.1	0.93	0.47
T037	-285.61020036429875	379	4521.7948717948575	690.3460837887068	8236.420531502476	354	4482.051282051269	162.11	89.25	47.36	30.97	18.21	10.93	23.32	25.32	21.68	29.69	4.56	7.12	3.47	6.39	4.01	5.11	7.66	7.12	5.47	4.74	4.01	7.12	7.66	6.75	6.2	7.48	23.07692307692308	0.41025641025641024	0.1153846153846154	12.661161813704188	0.3161668839634941	0.18955526582645227	0.2276184267709692	0.26665942343908444	73	45	26	17	10	6	1.46	1.46	1.82	1.46	1.64	1.64	1.09	2.19	2.0	2.37	0.55	2.19	1.09	1.28	0.55	1.64	1.46	1.09	1.46	0.0	1.82	2.37	0.55	2.55	1.82	1.46	1.46	0.55	2.0	1.28	1.82	0.36	1.28	2.0	2.37	1.46	1.82	1.64	2.91	2.55	1.82	2.73	0.73	1.09	1.82	2.55	1.64	1.09	1.09	2.19	2.37	2.0	1.28	2.37	1.28	1.28	0.73	0.91	1.28	0.55	1.64	1.64	0.55	0.36
T091	-282.03463203463207	256	2030.7692307692291	554.1125541125541	4395.604395604392	125	1305.1282051282033	145.02	90.91	62.77	34.63	19.48	12.99	25.32	23.16	24.46	27.06	5.64	5.86	5.64	5.86	5.21	4.77	5.42	6.94	6.94	5.86	4.56	6.72	4.99	5.86	8.68	6.72	21.794871794871803	0.38461538461538464	0.15384615384615385	10.441025641025641	0.3111794871794872	0.2067692307692308	0.21938461538461532	0.26266666666666666	31	20	15	10	7	6	0.87	1.3	2.16	1.08	0.87	1.73	1.3	1.52	2.38	1.95	0.22	1.3	1.3	1.52	1.52	1.52	1.95	1.73	1.3	0.22	1.08	1.3	1.3	1.08	1.08	1.08	2.16	3.03	1.73	1.52	2.38	1.3	1.08	1.95	1.52	1.95	1.73	0.87	1.52	3.25	0.87	3.25	0.65	1.08	1.73	1.3	1.3	1.95	1.08	0.65	2.16	1.52	2.6	2.38	1.95	1.52	0.43	2.16	1.52	1.52	1.73	1.3	1.3	0.22
T052	-275.4826254826255	264	825.6410256410257	509.6525096525097	1593.901593901594	80	310.2564102564103	113.9	42.47	17.37	9.65	1.93	0.0	29.34	24.71	22.78	23.17	6.96	8.32	5.22	5.8	5.22	3.87	7.35	7.35	7.74	5.22	3.48	6.0	6.38	6.19	6.38	3.48	8.974358974358976	0.3333333333333333	0.2307692307692308	3.8782051282051313	0.2951923076923077	0.2564102564102564	0.2644230769230769	0.18397435897435896	14	5	0	0	0	0	0.97	1.93	0.77	0.97	0.39	1.74	1.35	2.51	2.12	1.93	1.74	2.51	1.16	1.54	1.35	1.16	1.54	1.16	1.93	0.58	1.93	0.58	2.32	1.54	2.32	1.54	2.51	2.12	2.51	2.51	1.74	0.97	1.93	0.19	2.7	1.93	1.16	0.58	0.77	1.54	1.35	2.12	1.54	0.77	1.35	1.16	1.35	2.12	1.54	1.16	3.47	1.16	1.54	1.35	2.12	1.16	1.16	1.54	1.35	1.16	0.97	1.74	0.77	0.39
T035	-223.69477911646587	106	484.61538461538436	425.70281124498	1946.2465245597766	79	396.15384615384596	96.39	52.21	36.14	20.08	12.05	8.03	29.72	26.91	21.69	21.69	6.85	7.66	6.45	6.85	7.26	5.65	6.05	4.84	6.85	6.05	4.03	4.84	6.85	4.84	5.24	3.23	11.53846153846154	0.2564102564102564	0.1282051282051282	5.0146056475170395	0.22914638104511525	0.17900032456994486	0.32181110029211296	0.270042194092827	16	6	5	4	2	1	2.81	1.2	2.01	1.61	1.2	0.8	1.61	0.8	1.2	2.01	2.01	2.41	2.41	0.8	1.61	1.2	3.21	2.41	1.61	0.0	0.8	0.8	2.81	2.41	2.81	1.61	1.61	2.01	0.8	2.01	2.01	2.01	0.8	0.4	2.01	1.61	0.8	1.2	1.2	0.4	1.2	1.61	2.41	1.61	2.01	0.4	1.2	0.8	1.2	0.8	2.81	1.2	2.41	1.2	0.8	0.8	1.2	1.61	1.61	2.01	1.2	1.2	1.61	0.0
T010	-242.3940149625935	119	992.3076923076924	296.75810473815466	2474.5827738346443	98	978.2051282051283	102.24	37.41	19.95	9.98	2.49	0.0	28.43	30.67	21.45	19.45	6.5	10.0	6.5	3.5	6.25	8.25	6.25	7.0	6.75	3.75	4.0	5.75	6.75	5.75	3.75	2.75	19.23076923076923	0.28205128205128205	0.08974358974358974	9.98168498168498	0.2378335949764521	0.1380167451596023	0.2551020408163265	0.36904761904761896	24	10	7	4	1	0	2.74	2.74	2.49	1.75	2.24	1.75	0.25	1.25	3.99	1.5	2.0	2.49	0.75	0.75	1.5	0.75	2.0	1.5	1.75	0.75	2.74	0.5	1.75	1.75	2.49	1.25	1.5	1.75	2.49	0.25	2.0	1.75	2.24	1.0	2.99	0.5	1.0	0.5	0.5	1.25	1.0	0.5	1.25	0.75	1.25	1.25	2.0	1.25	1.0	1.75	1.5	1.75	0.75	1.25	1.0	0.75	1.25	1.5	1.75	1.5	0.75	1.25	2.0	1.0
T067	-322.84569138276555	141	505.1282051282051	282.5651302605212	1012.2809722008116	57	330.7692307692307	126.25	68.14	36.07	18.04	4.01	0.0	24.05	23.25	27.86	24.85	5.02	6.83	6.83	4.82	4.82	5.02	6.22	6.63	7.43	5.82	6.43	7.43	6.22	5.02	7.63	5.62	8.974358974358974	0.3461538461538461	0.2307692307692308	5.802968960863702	0.3142150247413405	0.25618533513270353	0.20850202429149803	0.22109761583445794	24	13	6	3	1	0	0.6	2.2	2.2	0.6	1.0	1.2	0.6	2.0	1.8	1.4	1.0	2.61	2.2	1.6	1.0	1.0	1.2	1.2	1.8	0.6	1.0	1.8	0.8	2.61	1.6	1.0	0.4	2.2	3.01	0.8	2.4	1.2	1.2	1.8	2.2	1.2	1.2	0.4	1.8	2.61	1.2	1.2	0.8	1.4	1.2	2.61	1.2	1.8	1.2	1.6	2.0	1.4	1.6	2.61	1.6	1.6	0.4	1.2	1.8	3.21	2.61	1.8	1.8	0.8
T013	-328.3553875236295	153	425.64102564102546	289.2249527410208	804.6144152004262	64	210.2564102564103	100.19	30.25	11.34	7.56	3.78	1.89	24.95	26.09	26.09	22.87	6.63	7.01	4.17	4.73	4.73	5.68	8.52	5.3	6.82	5.3	4.55	8.14	4.55	6.06	7.58	3.6	6.410256410256412	0.28205128205128205	0.19230769230769232	3.2852564102564097	0.257411858974359	0.22455929487179488	0.2974759615384616	0.2205528846153846	15	7	5	4	2	1	1.7	1.89	1.51	1.32	0.95	0.57	1.13	3.21	1.32	1.51	1.32	2.84	2.46	0.95	0.76	1.13	1.51	2.08	0.76	0.38	0.95	0.57	1.89	1.13	2.46	1.13	2.08	1.7	2.08	0.95	2.65	0.76	1.51	0.95	0.57	2.27	0.76	1.13	1.7	0.76	1.13	1.13	0.57	1.89	2.65	1.13	1.7	2.65	1.13	2.27	3.21	1.89	1.89	1.7	1.51	2.27	1.13	1.89	0.76	0.38	1.13	2.08	1.32	1.32
T048	-318.436873747495	321	1407.6923076923072	643.2865731462925	2821.0266687220587	128	741.0256410256403	110.22	36.07	16.03	12.02	10.02	6.01	23.25	25.65	25.25	25.85	4.82	6.02	4.22	6.22	5.62	5.62	7.63	4.62	5.22	6.22	4.42	8.63	5.62	5.62	8.23	5.42	11.53846153846154	0.3076923076923077	0.14102564102564102	5.789262820512822	0.25500801282051283	0.1971153846153846	0.273838141025641	0.2740384615384616	23	5	0	0	0	0	2.0	1.2	2.81	1.2	0.6	0.6	1.4	2.81	3.01	1.2	0.2	1.6	1.6	1.4	1.2	1.8	1.8	2.4	1.0	0.4	1.4	1.6	1.2	1.4	1.4	1.2	1.6	1.8	1.4	1.0	2.2	0.6	1.2	1.2	0.6	1.6	1.0	1.0	1.6	2.61	1.4	1.8	1.2	1.8	2.0	2.2	2.2	1.8	1.8	2.2	1.4	1.8	2.2	2.0	1.4	1.8	1.0	1.2	1.6	0.4	0.8	2.4	0.8	0.6
T026	-294.9899799599198	237	1119.2307692307666	474.94989979959917	2242.947433328189	193	1043.5897435897411	114.23	48.1	18.04	6.01	0.0	0.0	25.25	26.25	23.45	25.05	5.82	6.83	4.22	5.82	5.62	6.83	6.63	5.02	5.82	5.02	4.62	7.63	5.42	5.62	7.63	5.02	12.82051282051282	0.3076923076923077	0.14102564102564102	5.407200743988311	0.2609937558124087	0.2069217483725256	0.24485186661352465	0.28723262920154113	34	15	7	3	0	0	2.0	0.6	3.41	1.8	1.2	1.8	0.8	1.6	3.41	1.2	0.6	1.6	1.4	1.2	0.8	1.2	2.0	1.6	1.6	0.4	0.6	1.2	1.8	1.8	2.2	1.6	2.61	1.4	2.0	1.4	1.8	0.6	0.8	1.0	1.4	1.8	1.2	1.4	1.0	2.81	1.4	1.0	1.8	1.6	2.0	3.01	1.2	1.4	1.8	2.4	1.6	0.8	1.2	2.4	1.6	2.4	0.8	1.0	1.2	1.2	1.2	1.8	1.4	0.4
T030	-167.32673267326732	98	892.3076923076924	323.4323432343234	2944.909875602945	95	891.0256410256412	112.21	56.11	36.3	29.7	23.1	16.5	31.35	31.35	17.16	20.13	7.28	11.92	4.64	3.31	7.28	8.28	4.3	7.95	4.64	2.65	3.31	5.3	7.95	4.97	3.64	2.98	15.384615384615385	0.2948717948717949	0.10256410256410256	9.379217273954113	0.2615384615384615	0.16774628879892034	0.242914979757085	0.3278002699055331	25	14	11	9	7	5	3.63	2.97	1.98	2.64	1.65	1.65	0.99	0.33	4.62	2.97	2.97	0.99	1.32	0.0	0.99	0.33	3.63	0.0	1.65	1.32	2.64	1.32	1.98	1.98	3.96	0.66	3.96	0.66	0.99	1.32	1.65	0.66	2.31	0.99	2.97	1.32	0.99	0.33	1.65	0.33	0.66	0.33	1.98	0.33	0.99	1.32	1.32	1.65	0.33	1.98	0.99	0.99	0.66	0.66	1.65	0.66	0.66	1.32	1.32	1.32	0.99	1.32	0.66	1.32
T012	-266.88963210702343	141	815.3846153846141	471.57190635451514	2727.038847440181	116	792.307692307691	96.99	16.72	0.0	0.0	0.0	0.0	30.43	26.42	21.4	21.74	9.4	7.72	3.69	5.37	5.7	5.37	9.4	4.36	5.37	5.7	3.02	6.38	5.7	6.04	4.7	4.03	16.666666666666668	0.3717948717948718	0.16666666666666666	6.830238726790452	0.2765251989389921	0.20822281167108755	0.2937665782493369	0.22148541114058354	20	4	0	0	0	0	1.67	0.33	1.67	2.68	1.0	1.67	0.33	2.34	2.34	0.67	2.34	2.34	1.34	1.0	1.34	2.01	1.34	1.0	2.68	0.67	1.0	2.01	2.34	0.33	4.01	2.01	4.01	1.67	1.34	0.33	2.68	1.0	1.67	0.67	1.34	0.67	1.0	1.34	1.34	1.0	1.67	1.0	1.0	1.67	1.67	1.34	2.01	1.34	2.34	2.68	3.34	0.67	1.67	1.0	0.67	1.0	0.33	1.0	1.0	1.34	1.0	1.67	0.33	0.67
T021	-178.0669144981413	190	2156.410256410251	706.3197026022307	8016.395005242568	188	2152.564102564097	133.83	63.2	37.17	22.3	7.43	3.72	28.62	24.54	18.59	28.25	6.72	4.1	5.6	9.33	2.61	6.34	5.22	7.46	6.72	3.36	2.99	5.22	10.07	7.84	4.48	5.22	20.51282051282051	0.35897435897435903	0.1282051282051282	11.449809056192036	0.3018276050190944	0.18732951445717397	0.2682760501909438	0.2425668303327877	35	17	10	6	2	1	2.6	2.97	0.74	2.23	2.97	2.6	0.74	1.49	1.49	1.12	0.37	1.12	1.49	0.74	0.74	0.37	0.37	0.37	1.12	0.74	1.49	4.09	2.6	1.49	1.49	1.49	1.86	2.23	0.74	2.97	1.86	1.12	1.49	1.86	2.6	1.49	1.49	0.74	2.6	1.12	3.72	2.6	1.12	1.12	1.12	0.37	2.97	0.74	1.49	1.12	1.49	1.12	0.74	1.12	1.49	1.12	0.74	1.49	2.6	0.74	0.37	1.49	1.12	0.37
T083	-307.4211502782931	341	2588.461538461536	632.6530612244899	4802.340516626226	137	1296.153846153844	144.71	76.07	46.38	33.4	20.41	16.7	23.01	23.19	25.97	27.83	5.39	5.2	4.09	7.06	4.09	3.53	6.88	7.62	6.13	6.69	5.58	6.13	6.13	6.69	8.18	5.76	17.948717948717952	0.3717948717948718	0.19230769230769232	9.460976979225157	0.33548568220101066	0.2408759124087591	0.2326408384802545	0.19099756690997569	26	13	9	8	7	6	0.93	1.86	0.74	0.56	0.74	1.67	1.3	2.78	0.93	2.23	0.56	1.48	1.48	1.67	1.48	1.86	1.11	1.3	1.3	0.19	2.23	1.3	1.67	0.93	0.74	2.6	1.3	2.04	0.93	1.86	2.41	0.93	1.67	2.41	2.04	1.3	1.86	1.11	1.3	2.6	2.23	1.48	1.11	2.23	0.56	1.86	1.67	1.86	1.48	0.74	1.86	2.41	2.78	2.23	2.04	1.11	0.37	1.3	0.93	1.48	1.86	1.86	1.3	1.3
T080	-384.6590909090909	75	225.6410256410257	142.04545454545456	427.3504273504274	42	185.8974358974359	100.38	45.45	9.47	1.89	0.0	0.0	23.86	21.21	29.55	25.38	6.07	5.5	3.98	5.88	3.8	3.23	7.21	6.07	6.26	5.69	6.83	9.49	5.31	5.69	10.44	3.61	8.974358974358976	0.3461538461538461	0.2435897435897436	4.426129426129427	0.3101343101343101	0.2658730158730159	0.19597069597069602	0.228021978021978	12	7	3	1	0	0	0.95	1.33	0.57	1.33	0.57	1.14	0.95	2.84	1.14	2.08	0.95	1.33	1.52	1.14	1.33	1.7	1.33	0.95	1.33	0.19	0.95	1.33	1.33	1.7	1.89	1.7	2.46	1.7	1.33	1.89	2.65	0.38	1.52	0.95	1.52	2.08	0.76	0.38	0.76	2.08	1.14	1.52	1.14	2.08	2.27	1.14	1.89	3.79	0.95	2.08	1.52	2.65	2.08	2.65	2.46	2.84	0.57	1.7	0.38	1.14	2.08	2.65	1.89	1.14
T074	-256.5772669220945	0	0.0	0.0	0.0	0	0.0	66.41	20.43	6.39	0.0	0.0	0.0	29.25	32.06	23.24	15.45	6.52	11.0	5.12	3.58	7.67	7.8	9.34	4.6	7.42	6.01	4.09	5.12	4.6	4.6	4.22	1.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	2.55	1.53	2.81	2.43	1.79	0.64	0.38	1.79	3.19	1.53	2.81	3.07	1.79	0.89	1.28	2.04	3.32	1.15	2.3	0.64	1.28	0.64	1.15	1.4	2.81	1.02	2.94	2.04	3.32	0.64	2.43	1.02	0.89	0.89	1.53	1.28	0.51	0.26	0.38	0.89	0.64	0.51	1.28	1.02	2.55	0.38	1.28	0.89	2.43	2.04	2.55	2.3	0.64	1.28	1.28	1.02	1.02	1.28	1.79	0.77	1.92	0.51	1.66	0.51
T042	-285.22727272727275	190	1208.974358974359	539.7727272727273	3434.5862470862457	84	460.2564102564102	147.73	76.7	48.3	34.09	22.73	8.52	24.72	27.27	22.44	25.57	6.55	7.12	3.99	4.56	5.41	5.98	5.41	7.69	4.27	6.27	5.41	6.27	5.98	5.13	7.41	5.7	11.53846153846154	0.3205128205128205	0.15384615384615385	5.479242979242978	0.24496336996337	0.1901709401709402	0.2793040293040293	0.2855616605616606	22	7	2	0	0	0	2.56	2.56	1.7	0.85	1.7	1.42	0.57	1.42	2.27	2.27	1.14	1.42	1.14	1.42	1.99	1.42	1.42	1.7	1.7	0.57	2.27	1.42	1.7	0.57	2.84	0.85	2.27	1.99	0.57	0.57	2.27	0.85	0.85	2.84	1.99	1.99	1.14	1.42	2.56	1.99	1.42	1.42	0.85	0.85	1.7	1.42	0.57	1.99	1.14	1.42	1.42	1.42	2.27	1.7	0.57	2.56	0.57	1.14	0.57	1.42	2.27	1.7	1.14	0.0
T031	-317.1477079796265	207	1599.999999999997	351.44312393887947	2716.468590831913	120	1282.0512820512793	89.98	35.65	15.28	6.79	1.7	0.0	28.69	19.35	26.66	25.3	7.65	5.61	5.78	7.48	4.59	4.08	6.12	3.74	5.95	4.42	5.78	8.67	8.5	4.42	7.14	4.93	19.230769230769234	0.38461538461538464	0.1794871794871795	10.68376068376068	0.33525641025641023	0.2284188034188034	0.2959401709401709	0.1403846153846154	21	11	4	2	1	0	0.85	0.85	1.36	1.53	1.19	0.17	0.68	2.38	1.19	1.87	1.02	1.53	1.36	0.85	1.53	0.68	1.19	1.36	1.53	0.51	1.02	1.53	3.57	2.38	1.87	3.4	2.04	1.7	1.53	1.19	2.04	1.19	0.51	0.68	1.53	1.02	1.19	0.34	1.7	2.04	0.51	2.38	2.72	1.7	2.04	1.87	2.38	2.21	0.85	1.87	2.21	1.19	0.85	2.55	1.7	1.87	1.36	1.87	0.68	1.87	1.36	2.21	1.36	1.87
